part,group,material,pieces,size_x_mm,size_y_mm,size_z_mm
valve_spring_6_1,03 Heads and Valvetrain,spring_steel,2,22.6,63.5,52.7
valve_spring_6_2,03 Heads and Valvetrain,spring_steel,2,22.6,52.7,63.6
valve_spring_6_3,03 Heads and Valvetrain,spring_steel,2,22.6,52.7,63.6
valve_spring_7_0,03 Heads and Valvetrain,spring_steel,2,22.6,63.5,52.7
valve_spring_7_1,03 Heads and Valvetrain,spring_steel,2,22.6,63.5,52.7
valve_spring_7_2,03 Heads and Valvetrain,spring_steel,2,22.6,52.7,63.6
valve_spring_7_3,03 Heads and Valvetrain,spring_steel,2,22.6,52.7,63.6
valve_spring_8_0,03 Heads and Valvetrain,spring_steel,2,22.6,63.5,52.7
valve_spring_8_1,03 Heads and Valvetrain,spring_steel,2,22.6,63.5,52.7
valve_spring_8_2,03 Heads and Valvetrain,spring_steel,2,22.6,52.7,63.6
valve_spring_8_3,03 Heads and Valvetrain,spring_steel,2,22.6,52.7,63.6
blowoff,04 Induction,rubber_blk,2,68.0,67.9,92.0
charge_pipes,04 Induction,rubber_blk,10,300.0,762.3,264.2
intercooler_l,04 Induction,anodised,22,333.9,114.4,60.8
intercooler_r,04 Induction,anodised,22,333.9,114.3,60.8
pfi_feed_1,04 Induction,steel_nitrided,1,7.0,12.1,10.8
pfi_feed_2,04 Induction,steel_nitrided,1,7.0,12.1,10.8
pfi_feed_3,04 Induction,steel_nitrided,1,7.0,12.1,10.8
pfi_feed_4,04 Induction,steel_nitrided,1,7.0,12.1,10.8
pfi_feed_5,04 Induction,steel_nitrided,1,7.0,12.1,10.8
pfi_feed_6,04 Induction,steel_nitrided,1,7.0,12.1,10.8
pfi_feed_7,04 Induction,steel_nitrided,1,7.0,12.1,10.8
pfi_feed_8,04 Induction,steel_nitrided,1,7.0,12.1,10.8
pfi_injector_1,04 Induction,steel_nitrided,1,18.0,68.1,43.3
pfi_injector_2,04 Induction,steel_nitrided,1,18.0,68.1,43.3
pfi_injector_3,04 Induction,steel_nitrided,1,18.0,68.1,43.3
pfi_injector_4,04 Induction,steel_nitrided,1,18.0,68.1,43.3
pfi_injector_5,04 Induction,steel_nitrided,1,18.0,68.1,43.3
pfi_injector_6,04 Induction,steel_nitrided,1,18.0,68.1,43.3
pfi_injector_7,04 Induction,steel_nitrided,1,18.0,68.1,43.3
pfi_injector_8,04 Induction,steel_nitrided,1,18.0,68.1,43.3
pfi_plug_1,04 Induction,rubber_blk,3,16.1,12.0,10.0
pfi_plug_2,04 Induction,rubber_blk,3,16.1,12.0,10.0
pfi_plug_3,04 Induction,rubber_blk,3,16.1,12.0,10.0
pfi_plug_4,04 Induction,rubber_blk,3,16.1,12.0,10.0
pfi_plug_5,04 Induction,rubber_blk,3,16.1,12.0,10.0
pfi_plug_6,04 Induction,rubber_blk,3,16.1,12.0,10.0
pfi_plug_7,04 Induction,rubber_blk,3,16.1,12.0,10.0
pfi_plug_8,04 Induction,rubber_blk,3,16.1,12.0,10.0
plenum_l,04 Induction,carbon,1,424.0,79.0,79.0
plenum_r,04 Induction,carbon,1,424.0,79.0,79.0
runner_1,04 Induction,alu_forged,2,50.0,82.7,71.0
runner_2,04 Induction,alu_forged,2,50.0,82.7,71.0
runner_3,04 Induction,alu_forged,2,50.0,82.7,71.0
runner_4,04 Induction,alu_forged,2,50.0,82.7,71.0
runner_5,04 Induction,alu_forged,2,50.0,82.7,71.0
runner_6,04 Induction,alu_forged,2,50.0,82.7,71.0
runner_7,04 Induction,alu_forged,2,50.0,82.7,71.0
runner_8,04 Induction,alu_forged,2,50.0,82.7,71.0
throttle_l,04 Induction,alu_forged,3,112.0,62.0,112.0
throttle_motor_l,04 Induction,rubber_blk,6,60.0,36.0,65.0
throttle_motor_r,04 Induction,rubber_blk,6,60.0,36.0,65.0
throttle_r,04 Induction,alu_forged,3,112.0,62.0,112.0
trumpets,04 Induction,carbon,8,391.0,509.6,66.0
collector_1,05 Turbo and Exhaust,inconel,3,80.6,124.7,62.0
collector_2,05 Turbo and Exhaust,inconel,3,80.6,124.7,62.0
compressor_housing_1,05 Turbo and Exhaust,alu_cast,5,102.5,145.7,145.7
compressor_housing_2,05 Turbo and Exhaust,alu_cast,5,102.5,145.7,145.7
compressor_inlet,05 Turbo and Exhaust,alu_cast,1,104.0,103.9,170.0
compressor_wheel_1,05 Turbo and Exhaust,anodised,15,36.7,76.6,75.7
compressor_wheel_2,05 Turbo and Exhaust,anodised,15,36.7,76.6,75.7
exhaust_flange_l,05 Turbo and Exhaust,inconel,12,368.0,60.6,60.6
exhaust_flange_r,05 Turbo and Exhaust,inconel,12,368.0,60.6,60.6
exhaust_gasket_l,05 Turbo and Exhaust,steel_nitrided,4,366.0,44.1,44.1
exhaust_gasket_r,05 Turbo and Exhaust,steel_nitrided,4,366.0,44.1,44.1
heat_shields,05 Turbo and Exhaust,inconel,8,394.4,89.3,66.9
primary_1,05 Turbo and Exhaust,inconel,2,45.5,120.4,229.7
primary_2,05 Turbo and Exhaust,inconel,2,33.4,120.5,229.7
primary_3,05 Turbo and Exhaust,inconel,2,115.0,105.1,221.4
primary_4,05 Turbo and Exhaust,inconel,2,133.4,105.9,221.8
primary_5,05 Turbo and Exhaust,inconel,2,133.4,105.9,221.9
primary_6,05 Turbo and Exhaust,inconel,2,115.0,105.1,221.5
primary_7,05 Turbo and Exhaust,inconel,2,33.5,120.5,229.8
primary_8,05 Turbo and Exhaust,inconel,2,45.5,120.4,229.7
tailpipes,05 Turbo and Exhaust,inconel,6,716.6,227.7,100.3
turbine_housing_1,05 Turbo and Exhaust,inconel,6,119.1,178.4,167.4
turbine_housing_2,05 Turbo and Exhaust,inconel,6,119.1,178.4,167.4
turbine_wheel_1,05 Turbo and Exhaust,inconel,12,38.1,78.8,79.3
turbine_wheel_2,05 Turbo and Exhaust,inconel,12,38.1,78.8,79.3
turbo_centre_1,05 Turbo and Exhaust,alu_cast,7,59.6,77.4,92.3
turbo_centre_2,05 Turbo and Exhaust,alu_cast,7,59.6,77.4,92.3
turbo_oil_1,05 Turbo and Exhaust,braided,4,56.6,37.3,121.4
turbo_oil_2,05 Turbo and Exhaust,braided,4,56.6,37.3,121.4
turbo_shaft_1,05 Turbo and Exhaust,steel_nitrided,1,71.2,18.0,18.0
turbo_shaft_2,05 Turbo and Exhaust,steel_nitrided,1,71.2,18.0,18.0
wastegate_1,05 Turbo and Exhaust,inconel,7,98.2,69.0,39.9
wastegate_2,05 Turbo and Exhaust,inconel,7,98.2,69.0,39.9
battery,06 Hybrid,anodised,30,391.6,375.6,60.5
battery_modules,06 Hybrid,anodised,13,378.2,376.0,40.3
battery_terminals,06 Hybrid,copper_wound,6,274.3,248.0,14.0
ecu,06 Hybrid,anodised,10,167.7,87.7,38.5
ecu_connector,06 Hybrid,rubber_blk,11,25.3,52.8,17.0
harness,06 Hybrid,rubber_blk,91,478.9,595.4,491.6
harness_clips,06 Hybrid,steel_nitrided,63,427.0,460.6,425.3
inverter,06 Hybrid,anodised,12,49.6,157.6,62.3
inverter_connectors,06 Hybrid,rubber_blk,25,33.2,200.0,48.0
mguh,06 Hybrid,alu_forged,2,332.0,48.0,48.0
mguk,06 Hybrid,alu_forged,6,32.0,162.0,162.0
accessory_belt,07 Drive and Ancillaries,rubber_blk,1,20.0,464.0,297.0
accessory_pulleys,07 Drive and Ancillaries,alu_forged,4,34.0,74.0,74.0
alternator,07 Drive and Ancillaries,alu_cast,8,44.8,79.1,84.5
bellhousing,07 Drive and Ancillaries,magnesium,37,86.5,332.0,332.0
belt_idler,07 Drive and Ancillaries,steel_nitrided,5,79.2,66.0,66.0
belt_tensioner,07 Drive and Ancillaries,alu_forged,7,79.2,87.0,87.0
breathers,07 Drive and Ancillaries,alu_forged,7,131.1,496.7,339.3
catch_tank,07 Drive and Ancillaries,alu_forged,12,158.0,123.8,128.0
clutch,07 Drive and Ancillaries,alu_cast,49,40.0,165.1,165.1
coolant_plumbing,07 Drive and Ancillaries,alu_forged,6,571.5,481.8,296.5
dipstick,07 Drive and Ancillaries,steel_nitrided,2,54.0,12.0,12.0
dry_sump_lines,07 Drive and Ancillaries,alu_forged,7,383.0,211.1,235.0
engine_mount_l,07 Drive and Ancillaries,rubber_blk,5,72.0,60.0,44.0
engine_mount_r,07 Drive and Ancillaries,rubber_blk,5,72.0,60.0,44.0
flywheel,07 Drive and Ancillaries,steel_nitrided,17,27.0,192.0,192.0
fuel_feeds_di_l,07 Drive and Ancillaries,steel_nitrided,4,330.0,25.8,28.8
fuel_feeds_di_r,07 Drive and Ancillaries,steel_nitrided,4,330.0,25.8,28.8
fuel_rail_di_crossover,07 Drive and Ancillaries,alu_forged,1,26.0,338.3,99.6
fuel_rail_di_l,07 Drive and Ancillaries,alu_forged,7,408.0,24.0,24.0
fuel_rail_di_r,07 Drive and Ancillaries,alu_forged,7,408.0,24.0,24.0
fuel_rail_pfi_crossover,07 Drive and Ancillaries,alu_forged,1,73.0,495.7,15.0
fuel_rail_pfi_l,07 Drive and Ancillaries,alu_forged,1,342.0,14.0,14.0
fuel_rail_pfi_r,07 Drive and Ancillaries,alu_forged,1,342.0,14.0,14.0
fuel_rail_pfi_union_l,07 Drive and Ancillaries,alu_forged,3,370.0,20.0,20.0
fuel_rail_pfi_union_r,07 Drive and Ancillaries,alu_forged,3,370.0,20.0,20.0
gallery_plugs,07 Drive and Ancillaries,steel_nitrided,12,402.7,211.0,16.0
hp_fuel_pump,07 Drive and Ancillaries,alu_cast,10,65.0,68.0,68.0
knock_sensor_l,07 Drive and Ancillaries,anodised,12,248.0,47.5,43.9
knock_sensor_r,07 Drive and Ancillaries,anodised,12,248.0,47.5,43.9
mount_bosses,07 Drive and Ancillaries,alu_cast,2,24.0,268.0,24.0
oil_cooler,07 Drive and Ancillaries,anodised,18,199.8,94.2,88.4
oil_filter,07 Drive and Ancillaries,anodised,20,118.8,128.7,118.8
oil_pickup,07 Drive and Ancillaries,alu_forged,2,269.2,93.1,115.9
pump_oil,07 Drive and Ancillaries,alu_forged,24,122.6,95.2,81.3
pump_water,07 Drive and Ancillaries,alu_forged,15,115.2,151.0,113.1
sensors,07 Drive and Ancillaries,anodised,10,430.0,311.0,265.0
sump_bolts,07 Drive and Ancillaries,magnesium,36,400.8,182.8,30.0
thermostat,07 Drive and Ancillaries,alu_cast,7,37.0,160.0,83.9
timing_cover,07 Drive and Ancillaries,magnesium,1,58.1,480.2,304.1
timing_gears,07 Drive and Ancillaries,magnesium,198,34.0,461.6,285.6
water_outlets,07 Drive and Ancillaries,alu_cast,2,47.8,388.3,78.2
